x1,x2,y
3.11988716957563,3.1451034523461496,1.0
0.6983773428888431,-0.9603152034115814,0.0
1.7683623640022228,1.0870450335586266,0.0
4.763489177374579,5.662799521536249,1.0
3.3399410956147895,3.725428496002805,1.0
1.7193847745576698,0.3365862722949805,1.0
1.536380785305945,0.02571149780359272,0.0
5.25985061776096,3.6390778748974792,1.0
4.624432289838039,3.554914345146219,1.0
2.974901581731576,2.31988714074551,1.0
3.721771093101946,2.491337806743383,1.0
3.796582178541853,4.331835706189356,1.0
1.5779466038364542,2.1488156641811442,0.0
0.31989198279525277,-0.3800647239551105,0.0
4.479266573692012,3.327915875949707,1.0
4.5881619313309,3.693952199480697,1.0
3.114336542801384,4.012581042021831,1.0
2.1997893336200507,1.2345095868742972,0.0
4.673484517419281,4.315597557972701,0.0
2.406624582694815,3.153011033482321,1.0
1.6472208685363299,2.5266628045666573,0.0
-0.09201339823943,0.20902140325126262,0.0
3.29524974718961,4.061022310105519,1.0
1.9449759471894255,1.7765102686169036,0.0
1.2777212544601868,2.1063390783554796,0.0
1.5489783602961706,3.319121861460639,0.0
1.1024132634998036,0.5025900093011109,1.0
-0.720188409664485,1.6583176766736532,0.0
1.7056947436929408,2.1502266338700244,0.0
0.6406503221556524,1.439107513125331,0.0
0.4824337718677658,1.341172422046869,0.0
1.3487507723762713,0.5777668437499801,0.0
2.351618867414793,4.913284188021306,1.0
-2.144622515325959,-0.8199236154852296,0.0
0.9257037317142665,0.7548941888216323,1.0
0.9474395877492179,1.0862632198286308,0.0
-0.7232118514973649,-1.3513442544879264,0.0
0.10322820614887385,1.9545395461321369,0.0
2.873388307481049,4.003720673703801,1.0
1.782530913219345,1.7120995621035404,1.0
4.099358440852612,4.116737747230138,1.0
-0.0649367031070529,-0.04008462253685452,0.0
3.6889750346863246,4.342689964624908,1.0
4.172078302469271,4.582067224363796,1.0
2.349077605028892,2.865342733238168,1.0
5.067840468298822,4.69346094181056,1.0
1.9368356376094709,-0.32698807735530644,0.0
3.6286025258774655,4.587963812439565,1.0
4.519439854783686,5.020649028403158,1.0
3.7225807970460565,3.372963769886824,1.0
-0.49662152925268344,0.7502538738338327,0.0
1.585778201003558,0.3105733825938072,0.0
6.093740164899624,4.146878112497802,1.0
3.0124382918606547,4.62651101567607,1.0
0.6068178183792797,0.9157025819822819,0.0
4.406686658929031,2.541474304894768,1.0
3.0846812046112237,4.643683633145649,1.0
2.503098487702983,2.431323644855974,1.0
3.6628145608205416,4.094642242482582,1.0
3.470472970298543,2.8371741274352384,1.0
1.44013037719945,0.10843377743505545,0.0
4.345728934044571,4.564092980802306,1.0
3.2064207995470673,3.142178247120643,0.0
0.9352566291119965,-0.15586409709655435,0.0
-0.1467507266101149,0.8158068555699063,0.0
2.2959799151405598,2.4575306975200393,1.0
1.6555133110434213,2.4478805565294572,1.0
6.592680359138484,3.136091852188337,1.0
0.8363990344016635,0.7483134389619519,0.0
0.035836386511836404,-0.5828199406946368,0.0
0.6548728474732171,0.41462630678909596,1.0
1.7331245417920804,-0.06032808122538835,0.0
5.38610621217699,5.828695914299152,0.0
1.4333017579794645,2.0153483710732143,1.0
4.754241924675766,3.5861953561019746,1.0
4.6130918049823135,5.991229994479227,1.0
3.7672808111001905,2.31475565575878,1.0
2.617888114113487,1.76615696046043,0.0
4.69982171383713,3.02709216299425,1.0
1.0469697056127403,-0.7107690322868505,0.0
3.555772092816863,3.5633710249348827,1.0
0.5299909809594159,-1.162175117666009,0.0
1.174477134343512,0.017818170220371354,0.0
4.342145330825946,4.014615417392759,1.0
1.7509389099204726,0.801671643343995,0.0
0.50344720342898,-1.1295108636853035,0.0
0.9310402934757059,0.4329247382798167,1.0
3.9517315748376296,5.125531912451963,1.0
3.361272477647756,2.0048983168303076,1.0
3.7319330417940706,4.5262733325687,1.0
1.533210752537347,1.167393362707188,0.0
4.4096494654532385,3.975616968116382,1.0
3.0546055054538037,4.802842673744317,1.0
5.234985842736153,4.9690398327206395,0.0
5.8545797337827175,4.121908009045069,0.0
1.1548806834267882,2.863166000569315,0.0
5.250320762989398,6.253003613379393,1.0
